ID,Binomial,Replicate,Included.in.LPR2024,Citation,Class,Order,Family,Genus,Species,Subspecies,Common_name,Location,Country,All_countries,Region,IPBES_region,IPBES_subregion,Latitude,Longitude,Specific_location,System,T_realm,T_biome,FW_realm,FW_biome,M_realm,M_ocean,M_biome,Units,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,Native
110711,Chalinolobus_picatus,0,1,"TSX (2023). The Australian Threatened Species Index (2023). Aggregated for the Australian Threatened Species Index, an output of the NESP Threatened Species Recovery Hub and operated by the Terrestrial Ecosystem Research Network, The University of Queensland",Mammalia,Chiroptera,Vespertilionidae,Chalinolobus,picatus,NULL,Little Pied Bat,Pilliga Outwash,Australia,Australia,Oceania,Asia and the Pacific,Oceania,-30.53697195,149.1361314,0,Terrestrial,Australasia,"Temperate grasslands, savannas and shrublands",NULL,NULL,NULL,NULL,NULL,Proxy: recorded calls,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2.25,1.6,0.5,0,0,NULL,NULL,NULL,1
110712,Chalinolobus_picatus,0,1,"TSX (2023). The Australian Threatened Species Index (2023). Aggregated for the Australian Threatened Species Index, an output of the NESP Threatened Species Recovery Hub and operated by the Terrestrial Ecosystem Research Network, The University of Queensland",Mammalia,Chiroptera,Vespertilionidae,Chalinolobus,picatus,NULL,Little Pied Bat,Pilliga Outwash,Australia,Australia,Oceania,Asia and the Pacific,Oceania,-30.53697195,149.1361314,0,Terrestrial,Australasia,"Temperate grasslands, savannas and shrublands",NULL,NULL,NULL,NULL,NULL,Proxy: recorded calls,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,14.25,22.8,8,1,9,NULL,NULL,NULL,1
110713,Chalinolobus_picatus,0,1,"TSX (2023). The Australian Threatened Species Index (2023). Aggregated for the Australian Threatened Species Index, an output of the NESP Threatened Species Recovery Hub and operated by the Terrestrial Ecosystem Research Network, The University of Queensland",Mammalia,Chiroptera,Vespertilionidae,Chalinolobus,picatus,NULL,Little Pied Bat,Pilliga Outwash,Australia,Australia,Oceania,Asia and the Pacific,Oceania,-30.53697195,149.1361314,0,Terrestrial,Australasia,"Temperate grasslands, savannas and shrublands",NULL,NULL,NULL,NULL,NULL,Proxy: recorded calls,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,5.8,0.25,0,0.25,NULL,NULL,NULL,1
110714,Chalinolobus_picatus,0,1,"TSX (2023). The Australian Threatened Species Index (2023). Aggregated for the Australian Threatened Species Index, an output of the NESP Threatened Species Recovery Hub and operated by the Terrestrial Ecosystem Research Network, The University of Queensland",Mammalia,Chiroptera,Vespertilionidae,Chalinolobus,picatus,NULL,Little Pied Bat,Pilliga Outwash,Australia,Australia,Oceania,Asia and the Pacific,Oceania,-30.53697195,149.1361314,0,Terrestrial,Australasia,"Temperate grasslands, savannas and shrublands",NULL,NULL,NULL,NULL,NULL,Proxy: recorded calls,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2.75,5.2,2.75,1,2.75,NULL,NULL,NULL,1
110715,Chalinolobus_picatus,0,1,"TSX (2023). The Australian Threatened Species Index (2023). Aggregated for the Australian Threatened Species Index, an output of the NESP Threatened Species Recovery Hub and operated by the Terrestrial Ecosystem Research Network, The University of Queensland",Mammalia,Chiroptera,Vespertilionidae,Chalinolobus,picatus,NULL,Little Pied Bat,Pilliga Outwash,Australia,Australia,Oceania,Asia and the Pacific,Oceania,-30.53697195,149.1361314,0,Terrestrial,Australasia,"Temperate grasslands, savannas and shrublands",NULL,NULL,NULL,NULL,NULL,Proxy: recorded calls,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.25,0.4,0.25,0.25,0.5,NULL,NULL,NULL,1
110716,Chalinolobus_picatus,0,1,"TSX (2023). The Australian Threatened Species Index (2023). Aggregated for the Australian Threatened Species Index, an output of the NESP Threatened Species Recovery Hub and operated by the Terrestrial Ecosystem Research Network, The University of Queensland",Mammalia,Chiroptera,Vespertilionidae,Chalinolobus,picatus,NULL,Little Pied Bat,Pilliga Outwash,Australia,Australia,Oceania,Asia and the Pacific,Oceania,-30.53697195,149.1361314,0,Terrestrial,Australasia,"Temperate grasslands, savannas and shrublands",NULL,NULL,NULL,NULL,NULL,Proxy: recorded calls,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2,0.75,0.25,0,NULL,NULL,NULL,1
110717,Chalinolobus_picatus,0,1,"TSX (2023). The Australian Threatened Species Index (2023). Aggregated for the Australian Threatened Species Index, an output of the NESP Threatened Species Recovery Hub and operated by the Terrestrial Ecosystem Research Network, The University of Queensland",Mammalia,Chiroptera,Vespertilionidae,Chalinolobus,picatus,NULL,Little Pied Bat,Pilliga Outwash,Australia,Australia,Oceania,Asia and the Pacific,Oceania,-30.53697195,149.1361314,0,Terrestrial,Australasia,"Temperate grasslands, savannas and shrublands",NULL,NULL,NULL,NULL,NULL,Proxy: recorded calls,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1.6,1,1.25,1,NULL,NULL,NULL,1
110718,Chalinolobus_picatus,0,1,"TSX (2023). The Australian Threatened Species Index (2023). Aggregated for the Australian Threatened Species Index, an output of the NESP Threatened Species Recovery Hub and operated by the Terrestrial Ecosystem Research Network, The University of Queensland",Mammalia,Chiroptera,Vespertilionidae,Chalinolobus,picatus,NULL,Little Pied Bat,Pilliga Outwash,Australia,Australia,Oceania,Asia and the Pacific,Oceania,-30.53697195,149.1361314,0,Terrestrial,Australasia,"Temperate grasslands, savannas and shrublands",NULL,NULL,NULL,NULL,NULL,Proxy: recorded calls,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.5,1.4,2.5,0,1.25,NULL,NULL,NULL,1
110719,Chalinolobus_picatus,0,1,"TSX (2023). The Australian Threatened Species Index (2023). Aggregated for the Australian Threatened Species Index, an output of the NESP Threatened Species Recovery Hub and operated by the Terrestrial Ecosystem Research Network, The University of Queensland",Mammalia,Chiroptera,Vespertilionidae,Chalinolobus,picatus,NULL,Little Pied Bat,Pilliga Outwash,Australia,Australia,Oceania,Asia and the Pacific,Oceania,-30.53697195,149.1361314,0,Terrestrial,Australasia,"Temperate grasslands, savannas and shrublands",NULL,NULL,NULL,NULL,NULL,Proxy: recorded calls,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.2,0.8,0.75,0.25,0.5,NULL,NULL,NULL,1
110720,Chalinolobus_picatus,0,1,"TSX (2023). The Australian Threatened Species Index (2023). Aggregated for the Australian Threatened Species Index, an output of the NESP Threatened Species Recovery Hub and operated by the Terrestrial Ecosystem Research Network, The University of Queensland",Mammalia,Chiroptera,Vespertilionidae,Chalinolobus,picatus,NULL,Little Pied Bat,Pilliga Outwash,Australia,Australia,Oceania,Asia and the Pacific,Oceania,-30.53697195,149.1361314,0,Terrestrial,Australasia,"Temperate grasslands, savannas and shrublands",NULL,NULL,NULL,NULL,NULL,Proxy: recorded calls,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3.25,0.8,3.25,1,1.25,NULL,NULL,NULL,1
110721,Chalinolobus_picatus,0,1,"TSX (2023). The Australian Threatened Species Index (2023). Aggregated for the Australian Threatened Species Index, an output of the NESP Threatened Species Recovery Hub and operated by the Terrestrial Ecosystem Research Network, The University of Queensland",Mammalia,Chiroptera,Vespertilionidae,Chalinolobus,picatus,NULL,Little Pied Bat,Pilliga Outwash,Australia,Australia,Oceania,Asia and the Pacific,Oceania,-30.53697195,149.1361314,0,Terrestrial,Australasia,"Temperate grasslands, savannas and shrublands",NULL,NULL,NULL,NULL,NULL,Proxy: recorded calls,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.5,0.4,1.25,0.75,0.5,NULL,NULL,NULL,1
110722,Chalinolobus_picatus,0,1,"TSX (2023). The Australian Threatened Species Index (2023). Aggregated for the Australian Threatened Species Index, an output of the NESP Threatened Species Recovery Hub and operated by the Terrestrial Ecosystem Research Network, The University of Queensland",Mammalia,Chiroptera,Vespertilionidae,Chalinolobus,picatus,NULL,Little Pied Bat,Pilliga Outwash,Australia,Australia,Oceania,Asia and the Pacific,Oceania,-30.53697195,149.1361314,0,Terrestrial,Australasia,"Temperate grasslands, savannas and shrublands",NULL,NULL,NULL,NULL,NULL,Proxy: recorded calls,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7.5,7.4,8.25,38,18.25,NULL,NULL,NULL,1
110723,Chalinolobus_picatus,0,1,"TSX (2023). The Australian Threatened Species Index (2023). Aggregated for the Australian Threatened Species Index, an output of the NESP Threatened Species Recovery Hub and operated by the Terrestrial Ecosystem Research Network, The University of Queensland",Mammalia,Chiroptera,Vespertilionidae,Chalinolobus,picatus,NULL,Little Pied Bat,Pilliga Outwash,Australia,Australia,Oceania,Asia and the Pacific,Oceania,-30.53697195,149.1361314,0,Terrestrial,Australasia,"Temperate grasslands, savannas and shrublands",NULL,NULL,NULL,NULL,NULL,Proxy: recorded calls,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5.5,4.8,1.5,5.5,2.75,NULL,NULL,NULL,1
110724,Chalinolobus_picatus,0,1,"TSX (2023). The Australian Threatened Species Index (2023). Aggregated for the Australian Threatened Species Index, an output of the NESP Threatened Species Recovery Hub and operated by the Terrestrial Ecosystem Research Network, The University of Queensland",Mammalia,Chiroptera,Vespertilionidae,Chalinolobus,picatus,NULL,Little Pied Bat,Pilliga Outwash,Australia,Australia,Oceania,Asia and the Pacific,Oceania,-30.53697195,149.1361314,0,Terrestrial,Australasia,"Temperate grasslands, savannas and shrublands",NULL,NULL,NULL,NULL,NULL,Proxy: recorded calls,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8.6,0.4,0.75,0.25,0,NULL,NULL,NULL,1
110725,Chalinolobus_picatus,0,1,"TSX (2023). The Australian Threatened Species Index (2023). Aggregated for the Australian Threatened Species Index, an output of the NESP Threatened Species Recovery Hub and operated by the Terrestrial Ecosystem Research Network, The University of Queensland",Mammalia,Chiroptera,Vespertilionidae,Chalinolobus,picatus,NULL,Little Pied Bat,Pilliga Outwash,Australia,Australia,Oceania,Asia and the Pacific,Oceania,-30.53697195,149.1361314,0,Terrestrial,Australasia,"Temperate grasslands, savannas and shrublands",NULL,NULL,NULL,NULL,NULL,Proxy: recorded calls,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.25,0.2,0.5,0.75,0.25,NULL,NULL,NULL,1
110726,Chalinolobus_picatus,0,1,"TSX (2023). The Australian Threatened Species Index (2023). Aggregated for the Australian Threatened Species Index, an output of the NESP Threatened Species Recovery Hub and operated by the Terrestrial Ecosystem Research Network, The University of Queensland",Mammalia,Chiroptera,Vespertilionidae,Chalinolobus,picatus,NULL,Little Pied Bat,Pilliga Outwash,Australia,Australia,Oceania,Asia and the Pacific,Oceania,-30.53697195,149.1361314,0,Terrestrial,Australasia,"Temperate grasslands, savannas and shrublands",NULL,NULL,NULL,NULL,NULL,Proxy: recorded calls,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,1,2.5,1.75,1.5,NULL,NULL,NULL,1
110727,Chalinolobus_picatus,0,1,"TSX (2023). The Australian Threatened Species Index (2023). Aggregated for the Australian Threatened Species Index, an output of the NESP Threatened Species Recovery Hub and operated by the Terrestrial Ecosystem Research Network, The University of Queensland",Mammalia,Chiroptera,Vespertilionidae,Chalinolobus,picatus,NULL,Little Pied Bat,Pilliga Outwash,Australia,Australia,Oceania,Asia and the Pacific,Oceania,-30.53697195,149.1361314,0,Terrestrial,Australasia,"Temperate grasslands, savannas and shrublands",NULL,NULL,NULL,NULL,NULL,Proxy: recorded calls,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.5,1.2,9.75,14.25,10,NULL,NULL,NULL,1
110728,Chalinolobus_picatus,0,1,"TSX (2023). The Australian Threatened Species Index (2023). Aggregated for the Australian Threatened Species Index, an output of the NESP Threatened Species Recovery Hub and operated by the Terrestrial Ecosystem Research Network, The University of Queensland",Mammalia,Chiroptera,Vespertilionidae,Chalinolobus,picatus,NULL,Little Pied Bat,Pilliga Outwash,Australia,Australia,Oceania,Asia and the Pacific,Oceania,-30.53697195,149.1361314,0,Terrestrial,Australasia,"Temperate grasslands, savannas and shrublands",NULL,NULL,NULL,NULL,NULL,Proxy: recorded calls,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0.6,3.25,2,0,NULL,NULL,NULL,1
110729,Chalinolobus_picatus,0,1,"TSX (2023). The Australian Threatened Species Index (2023). Aggregated for the Australian Threatened Species Index, an output of the NESP Threatened Species Recovery Hub and operated by the Terrestrial Ecosystem Research Network, The University of Queensland",Mammalia,Chiroptera,Vespertilionidae,Chalinolobus,picatus,NULL,Little Pied Bat,Pilliga Outwash,Australia,Australia,Oceania,Asia and the Pacific,Oceania,-30.53697195,149.1361314,0,Terrestrial,Australasia,"Temperate grasslands, savannas and shrublands",NULL,NULL,NULL,NULL,NULL,Proxy: recorded calls,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0.4,0.25,0.75,0,NULL,NULL,NULL,1
110730,Chalinolobus_picatus,0,1,"TSX (2023). The Australian Threatened Species Index (2023). Aggregated for the Australian Threatened Species Index, an output of the NESP Threatened Species Recovery Hub and operated by the Terrestrial Ecosystem Research Network, The University of Queensland",Mammalia,Chiroptera,Vespertilionidae,Chalinolobus,picatus,NULL,Little Pied Bat,Pilliga,Australia,Australia,Oceania,Asia and the Pacific,Oceania,-31.48919114,149.1898468,0,Terrestrial,Australasia,"Temperate grasslands, savannas and shrublands",NULL,NULL,NULL,NULL,NULL,Proxy: recorded calls,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.25,1,1.5,2.75,0.25,NULL,NULL,NULL,1
110731,Chalinolobus_picatus,0,1,"TSX (2023). The Australian Threatened Species Index (2023). Aggregated for the Australian Threatened Species Index, an output of the NESP Threatened Species Recovery Hub and operated by the Terrestrial Ecosystem Research Network, The University of Queensland",Mammalia,Chiroptera,Vespertilionidae,Chalinolobus,picatus,NULL,Little Pied Bat,Pilliga,Australia,Australia,Oceania,Asia and the Pacific,Oceania,-31.48919114,149.1898468,0,Terrestrial,Australasia,"Temperate grasslands, savannas and shrublands",NULL,NULL,NULL,NULL,NULL,Proxy: recorded calls,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.6,0.4,2.75,3.25,1,NULL,NULL,NULL,1
110732,Chalinolobus_picatus,0,1,"TSX (2023). The Australian Threatened Species Index (2023). Aggregated for the Australian Threatened Species Index, an output of the NESP Threatened Species Recovery Hub and operated by the Terrestrial Ecosystem Research Network, The University of Queensland",Mammalia,Chiroptera,Vespertilionidae,Chalinolobus,picatus,NULL,Little Pied Bat,Pilliga,Australia,Australia,Oceania,Asia and the Pacific,Oceania,-31.48919114,149.1898468,0,Terrestrial,Australasia,"Temperate grasslands, savannas and shrublands",NULL,NULL,NULL,NULL,NULL,Proxy: recorded calls,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.25,0,0.25,1.75,0,NULL,NULL,NULL,1
110733,Chalinolobus_picatus,0,1,"TSX (2023). The Australian Threatened Species Index (2023). Aggregated for the Australian Threatened Species Index, an output of the NESP Threatened Species Recovery Hub and operated by the Terrestrial Ecosystem Research Network, The University of Queensland",Mammalia,Chiroptera,Vespertilionidae,Chalinolobus,picatus,NULL,Little Pied Bat,Pilliga,Australia,Australia,Oceania,Asia and the Pacific,Oceania,-31.48919114,149.1898468,0,Terrestrial,Australasia,"Temperate grasslands, savannas and shrublands",NULL,NULL,NULL,NULL,NULL,Proxy: recorded calls,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,1.25,0.5,0,NULL,NULL,NULL,1
110734,Chalinolobus_picatus,0,1,"TSX (2023). The Australian Threatened Species Index (2023). Aggregated for the Australian Threatened Species Index, an output of the NESP Threatened Species Recovery Hub and operated by the Terrestrial Ecosystem Research Network, The University of Queensland",Mammalia,Chiroptera,Vespertilionidae,Chalinolobus,picatus,NULL,Little Pied Bat,Pilliga,Australia,Australia,Oceania,Asia and the Pacific,Oceania,-31.48919114,149.1898468,0,Terrestrial,Australasia,"Temperate grasslands, savannas and shrublands",NULL,NULL,NULL,NULL,NULL,Proxy: recorded calls,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.25,0.2,0.75,0,0.5,NULL,NULL,NULL,1
