ID,Binomial,Replicate,Included.in.LPR2024,Citation,Class,Order,Family,Genus,Species,Subspecies,Common_name,Location,Country,All_countries,Region,IPBES_region,IPBES_subregion,Latitude,Longitude,Specific_location,System,T_realm,T_biome,FW_realm,FW_biome,M_realm,M_ocean,M_biome,Units,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,Native
110376,Petaurus_australis,0,1,"TSX (2023). The Australian Threatened Species Index (2023). Aggregated for the Australian Threatened Species Index, an output of the NESP Threatened Species Recovery Hub and operated by the Terrestrial Ecosystem Research Network, The University of Queensland",Mammalia,Diprotodontia,Petauridae,Petaurus,australis,Wet Tropics subspecies,Yellow-bellied Glider (Wet Tropics),Atherton,Australia,Australia,Oceania,Asia and the Pacific,Oceania,-17.4254,145.541,0,Terrestrial,Australasia,Tropical and subtropical moist broadleaf forests,NULL,NULL,NULL,NULL,NULL,Sample: abundance (counts),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2.5,3.06,2,NULL,NULL,3.5,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,1,1,NULL,NULL,0.5,1.55,NULL,NULL,NULL,NULL,NULL,1
110497,Potorous_tridactylus,0,1,"TSX (2023). The Australian Threatened Species Index (2023). Aggregated for the Australian Threatened Species Index, an output of the NESP Threatened Species Recovery Hub and operated by the Terrestrial Ecosystem Research Network, The University of Queensland",Mammalia,Diprotodontia,Potoroidae,Potorous,tridactylus,tridactylus,"Long-nosed Potoroo (south-eastern Queensland, north-eastern New South Wales)",Clarence Lowlands,Australia,Australia,Oceania,Asia and the Pacific,Oceania,-29.24588835,153.2593919,0,Terrestrial,Australasia,Temperate broadleaf and mixed forests,NULL,NULL,NULL,NULL,NULL,Index,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.409090909,0.47826087,NULL,NULL,NULL,NULL,NULL,NULL,1
110498,Potorous_tridactylus,0,1,"TSX (2023). The Australian Threatened Species Index (2023). Aggregated for the Australian Threatened Species Index, an output of the NESP Threatened Species Recovery Hub and operated by the Terrestrial Ecosystem Research Network, The University of Queensland",Mammalia,Diprotodontia,Potoroidae,Potorous,tridactylus,tridactylus,"Long-nosed Potoroo (south-eastern Queensland, north-eastern New South Wales)",Clarence Lowlands,Australia,Australia,Oceania,Asia and the Pacific,Oceania,-29.24588835,153.2593919,0,Terrestrial,Australasia,Temperate broadleaf and mixed forests,NULL,NULL,NULL,NULL,NULL,Index,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.045454545,0,NULL,NULL,NULL,NULL,NULL,NULL,1
110499,Potorous_tridactylus,0,1,"TSX (2023). The Australian Threatened Species Index (2023). Aggregated for the Australian Threatened Species Index, an output of the NESP Threatened Species Recovery Hub and operated by the Terrestrial Ecosystem Research Network, The University of Queensland",Mammalia,Diprotodontia,Potoroidae,Potorous,tridactylus,tridactylus,"Long-nosed Potoroo (south-eastern Queensland, north-eastern New South Wales)",Clarence Lowlands,Australia,Australia,Oceania,Asia and the Pacific,Oceania,-29.24588835,153.2593919,0,Terrestrial,Australasia,Temperate broadleaf and mixed forests,NULL,NULL,NULL,NULL,NULL,Index,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0.217391304,NULL,NULL,NULL,NULL,NULL,NULL,1
110500,Potorous_tridactylus,0,1,"TSX (2023). The Australian Threatened Species Index (2023). Aggregated for the Australian Threatened Species Index, an output of the NESP Threatened Species Recovery Hub and operated by the Terrestrial Ecosystem Research Network, The University of Queensland",Mammalia,Diprotodontia,Potoroidae,Potorous,tridactylus,tridactylus,"Long-nosed Potoroo (south-eastern Queensland, north-eastern New South Wales)",Clarence Lowlands,Australia,Australia,Oceania,Asia and the Pacific,Oceania,-29.24588835,153.2593919,0,Terrestrial,Australasia,Temperate broadleaf and mixed forests,NULL,NULL,NULL,NULL,NULL,Index,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.227272727,0.324731183,0.158730159,0.238095238,1
110501,Potorous_tridactylus,0,1,"TSX (2023). The Australian Threatened Species Index (2023). Aggregated for the Australian Threatened Species Index, an output of the NESP Threatened Species Recovery Hub and operated by the Terrestrial Ecosystem Research Network, The University of Queensland",Mammalia,Diprotodontia,Potoroidae,Potorous,tridactylus,tridactylus,"Long-nosed Potoroo (south-eastern Queensland, north-eastern New South Wales)",Clarence Lowlands,Australia,Australia,Oceania,Asia and the Pacific,Oceania,-29.24588835,153.2593919,0,Terrestrial,Australasia,Temperate broadleaf and mixed forests,NULL,NULL,NULL,NULL,NULL,Index,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.090909091,0,0.111111111,0,1
110502,Potorous_tridactylus,0,1,"TSX (2023). The Australian Threatened Species Index (2023). Aggregated for the Australian Threatened Species Index, an output of the NESP Threatened Species Recovery Hub and operated by the Terrestrial Ecosystem Research Network, The University of Queensland",Mammalia,Diprotodontia,Potoroidae,Potorous,tridactylus,tridactylus,"Long-nosed Potoroo (south-eastern Queensland, north-eastern New South Wales)",Clarence Lowlands,Australia,Australia,Oceania,Asia and the Pacific,Oceania,-29.24588835,153.2593919,0,Terrestrial,Australasia,Temperate broadleaf and mixed forests,NULL,NULL,NULL,NULL,NULL,Index,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.064516129,0.238095238,0,1
110503,Potorous_tridactylus,0,1,"TSX (2023). The Australian Threatened Species Index (2023). Aggregated for the Australian Threatened Species Index, an output of the NESP Threatened Species Recovery Hub and operated by the Terrestrial Ecosystem Research Network, The University of Queensland",Mammalia,Diprotodontia,Potoroidae,Potorous,tridactylus,tridactylus,"Long-nosed Potoroo (south-eastern Queensland, north-eastern New South Wales)",Clarence Lowlands,Australia,Australia,Oceania,Asia and the Pacific,Oceania,-29.24588835,153.2593919,0,Terrestrial,Australasia,Temperate broadleaf and mixed forests,NULL,NULL,NULL,NULL,NULL,Index,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.064516129,0.206349206,0,1
110693,Mesembriomys_gouldii,0,1,"TSX (2023). The Australian Threatened Species Index (2023). Aggregated for the Australian Threatened Species Index, an output of the NESP Threatened Species Recovery Hub and operated by the Terrestrial Ecosystem Research Network, The University of Queensland",Mammalia,Rodentia,Muridae,Mesembriomys,gouldii,rattoides,Black-footed Tree-rat (north Queensland),Limmen,Australia,Australia,Oceania,Asia and the Pacific,Oceania,-15.88200079,136.5455433,0,Terrestrial,Australasia,"Tropical and subtropical grasslands, savannas and shrublands",NULL,NULL,NULL,NULL,NULL,Sample: abundance (counts),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,0,NULL,0,0,NULL,NULL,NULL,NULL,1
110694,Dasyurus_maculatus,0,1,"TSX (2023). The Australian Threatened Species Index (2023). Aggregated for the Australian Threatened Species Index, an output of the NESP Threatened Species Recovery Hub and operated by the Terrestrial Ecosystem Research Network, The University of Queensland",Mammalia,Dasyuromorphia,Dasyuridae,Dasyurus,maculatus,NULL,Spotted-tailed Quoll,Moss Vale,Australia,Australia,Oceania,Asia and the Pacific,Oceania,-34.57821037,150.4553103,0,Terrestrial,Australasia,Temperate broadleaf and mixed forests,NULL,NULL,NULL,NULL,NULL,Sample: abundance (counts),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,26,46,51,NULL,NULL,1
110695,Dasyurus_maculatus,0,1,"TSX (2023). The Australian Threatened Species Index (2023). Aggregated for the Australian Threatened Species Index, an output of the NESP Threatened Species Recovery Hub and operated by the Terrestrial Ecosystem Research Network, The University of Queensland",Mammalia,Dasyuromorphia,Dasyuridae,Dasyurus,maculatus,NULL,Spotted-tailed Quoll,South East Coastal Ranges,Australia,Australia,Oceania,Asia and the Pacific,Oceania,-36.53324171,149.7389788,0,Terrestrial,Australasia,Temperate broadleaf and mixed forests,NULL,NULL,NULL,NULL,NULL,Sample: abundance (counts),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,21,23,31,NULL,NULL,1
110698,Chalinolobus_picatus,0,1,"TSX (2023). The Australian Threatened Species Index (2023). Aggregated for the Australian Threatened Species Index, an output of the NESP Threatened Species Recovery Hub and operated by the Terrestrial Ecosystem Research Network, The University of Queensland",Mammalia,Chiroptera,Vespertilionidae,Chalinolobus,picatus,NULL,Little Pied Bat,Pilliga Outwash,Australia,Australia,Oceania,Asia and the Pacific,Oceania,-30.53697195,149.1361314,0,Terrestrial,Australasia,"Temperate grasslands, savannas and shrublands",NULL,NULL,NULL,NULL,NULL,Proxy: recorded calls,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2.75,NULL,9.125,1.75,9,NULL,NULL,NULL,1
110699,Chalinolobus_picatus,0,1,"TSX (2023). The Australian Threatened Species Index (2023). Aggregated for the Australian Threatened Species Index, an output of the NESP Threatened Species Recovery Hub and operated by the Terrestrial Ecosystem Research Network, The University of Queensland",Mammalia,Chiroptera,Vespertilionidae,Chalinolobus,picatus,NULL,Little Pied Bat,Pilliga Outwash,Australia,Australia,Oceania,Asia and the Pacific,Oceania,-30.53697195,149.1361314,0,Terrestrial,Australasia,"Temperate grasslands, savannas and shrublands",NULL,NULL,NULL,NULL,NULL,Proxy: recorded calls,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,NULL,3.825,5.25,7.25,NULL,NULL,NULL,1
110700,Chalinolobus_picatus,0,1,"TSX (2023). The Australian Threatened Species Index (2023). Aggregated for the Australian Threatened Species Index, an output of the NESP Threatened Species Recovery Hub and operated by the Terrestrial Ecosystem Research Network, The University of Queensland",Mammalia,Chiroptera,Vespertilionidae,Chalinolobus,picatus,NULL,Little Pied Bat,Pilliga Outwash,Australia,Australia,Oceania,Asia and the Pacific,Oceania,-30.53697195,149.1361314,0,Terrestrial,Australasia,"Temperate grasslands, savannas and shrublands",NULL,NULL,NULL,NULL,NULL,Proxy: recorded calls,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.25,NULL,0.325,1,0.25,NULL,NULL,NULL,1
110701,Chalinolobus_picatus,0,1,"TSX (2023). The Australian Threatened Species Index (2023). Aggregated for the Australian Threatened Species Index, an output of the NESP Threatened Species Recovery Hub and operated by the Terrestrial Ecosystem Research Network, The University of Queensland",Mammalia,Chiroptera,Vespertilionidae,Chalinolobus,picatus,NULL,Little Pied Bat,Pilliga Outwash,Australia,Australia,Oceania,Asia and the Pacific,Oceania,-30.53697195,149.1361314,0,Terrestrial,Australasia,"Temperate grasslands, savannas and shrublands",NULL,NULL,NULL,NULL,NULL,Proxy: recorded calls,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,1.9,0,0.25,NULL,NULL,NULL,1
110702,Chalinolobus_picatus,0,1,"TSX (2023). The Australian Threatened Species Index (2023). Aggregated for the Australian Threatened Species Index, an output of the NESP Threatened Species Recovery Hub and operated by the Terrestrial Ecosystem Research Network, The University of Queensland",Mammalia,Chiroptera,Vespertilionidae,Chalinolobus,picatus,NULL,Little Pied Bat,Pilliga Outwash,Australia,Australia,Oceania,Asia and the Pacific,Oceania,-30.53697195,149.1361314,0,Terrestrial,Australasia,"Temperate grasslands, savannas and shrublands",NULL,NULL,NULL,NULL,NULL,Proxy: recorded calls,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2.2,0.4,3.25,2.75,1.75,NULL,NULL,NULL,1
110703,Chalinolobus_picatus,0,1,"TSX (2023). The Australian Threatened Species Index (2023). Aggregated for the Australian Threatened Species Index, an output of the NESP Threatened Species Recovery Hub and operated by the Terrestrial Ecosystem Research Network, The University of Queensland",Mammalia,Chiroptera,Vespertilionidae,Chalinolobus,picatus,NULL,Little Pied Bat,Pilliga Outwash,Australia,Australia,Oceania,Asia and the Pacific,Oceania,-30.53697195,149.1361314,0,Terrestrial,Australasia,"Temperate grasslands, savannas and shrublands",NULL,NULL,NULL,NULL,NULL,Proxy: recorded calls,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2.25,2.2,1.25,2,2,NULL,NULL,NULL,1
110704,Chalinolobus_picatus,0,1,"TSX (2023). The Australian Threatened Species Index (2023). Aggregated for the Australian Threatened Species Index, an output of the NESP Threatened Species Recovery Hub and operated by the Terrestrial Ecosystem Research Network, The University of Queensland",Mammalia,Chiroptera,Vespertilionidae,Chalinolobus,picatus,NULL,Little Pied Bat,Pilliga Outwash,Australia,Australia,Oceania,Asia and the Pacific,Oceania,-30.53697195,149.1361314,0,Terrestrial,Australasia,"Temperate grasslands, savannas and shrublands",NULL,NULL,NULL,NULL,NULL,Proxy: recorded calls,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.25,0,0.75,0,0,NULL,NULL,NULL,1
110705,Chalinolobus_picatus,0,1,"TSX (2023). The Australian Threatened Species Index (2023). Aggregated for the Australian Threatened Species Index, an output of the NESP Threatened Species Recovery Hub and operated by the Terrestrial Ecosystem Research Network, The University of Queensland",Mammalia,Chiroptera,Vespertilionidae,Chalinolobus,picatus,NULL,Little Pied Bat,Pilliga Outwash,Australia,Australia,Oceania,Asia and the Pacific,Oceania,-30.53697195,149.1361314,0,Terrestrial,Australasia,"Temperate grasslands, savannas and shrublands",NULL,NULL,NULL,NULL,NULL,Proxy: recorded calls,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.25,0,0.25,0.25,0,NULL,NULL,NULL,1
110706,Chalinolobus_picatus,0,1,"TSX (2023). The Australian Threatened Species Index (2023). Aggregated for the Australian Threatened Species Index, an output of the NESP Threatened Species Recovery Hub and operated by the Terrestrial Ecosystem Research Network, The University of Queensland",Mammalia,Chiroptera,Vespertilionidae,Chalinolobus,picatus,NULL,Little Pied Bat,Pilliga Outwash,Australia,Australia,Oceania,Asia and the Pacific,Oceania,-30.53697195,149.1361314,0,Terrestrial,Australasia,"Temperate grasslands, savannas and shrublands",NULL,NULL,NULL,NULL,NULL,Proxy: recorded calls,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.25,0,0,0,0,NULL,NULL,NULL,1
110707,Chalinolobus_picatus,0,1,"TSX (2023). The Australian Threatened Species Index (2023). Aggregated for the Australian Threatened Species Index, an output of the NESP Threatened Species Recovery Hub and operated by the Terrestrial Ecosystem Research Network, The University of Queensland",Mammalia,Chiroptera,Vespertilionidae,Chalinolobus,picatus,NULL,Little Pied Bat,Pilliga Outwash,Australia,Australia,Oceania,Asia and the Pacific,Oceania,-30.53697195,149.1361314,0,Terrestrial,Australasia,"Temperate grasslands, savannas and shrublands",NULL,NULL,NULL,NULL,NULL,Proxy: recorded calls,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6.5,4.2,0.25,1.25,6,NULL,NULL,NULL,1
110708,Chalinolobus_picatus,0,1,"TSX (2023). The Australian Threatened Species Index (2023). Aggregated for the Australian Threatened Species Index, an output of the NESP Threatened Species Recovery Hub and operated by the Terrestrial Ecosystem Research Network, The University of Queensland",Mammalia,Chiroptera,Vespertilionidae,Chalinolobus,picatus,NULL,Little Pied Bat,Pilliga Outwash,Australia,Australia,Oceania,Asia and the Pacific,Oceania,-30.53697195,149.1361314,0,Terrestrial,Australasia,"Temperate grasslands, savannas and shrublands",NULL,NULL,NULL,NULL,NULL,Proxy: recorded calls,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.5,2,6.5,2,2.75,NULL,NULL,NULL,1
110709,Chalinolobus_picatus,0,1,"TSX (2023). The Australian Threatened Species Index (2023). Aggregated for the Australian Threatened Species Index, an output of the NESP Threatened Species Recovery Hub and operated by the Terrestrial Ecosystem Research Network, The University of Queensland",Mammalia,Chiroptera,Vespertilionidae,Chalinolobus,picatus,NULL,Little Pied Bat,Pilliga Outwash,Australia,Australia,Oceania,Asia and the Pacific,Oceania,-30.53697195,149.1361314,0,Terrestrial,Australasia,"Temperate grasslands, savannas and shrublands",NULL,NULL,NULL,NULL,NULL,Proxy: recorded calls,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0.4,0.5,0.25,0.5,NULL,NULL,NULL,1
110710,Chalinolobus_picatus,0,1,"TSX (2023). The Australian Threatened Species Index (2023). Aggregated for the Australian Threatened Species Index, an output of the NESP Threatened Species Recovery Hub and operated by the Terrestrial Ecosystem Research Network, The University of Queensland",Mammalia,Chiroptera,Vespertilionidae,Chalinolobus,picatus,NULL,Little Pied Bat,Pilliga Outwash,Australia,Australia,Oceania,Asia and the Pacific,Oceania,-30.53697195,149.1361314,0,Terrestrial,Australasia,"Temperate grasslands, savannas and shrublands",NULL,NULL,NULL,NULL,NULL,Proxy: recorded calls,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.25,6.8,2,3.25,1.5,NULL,NULL,NULL,1
